ident,title,description,question,annotation_score,annotation_category
B003RY48KE,Proctor Silex 48350 10-Cup Coffeemaker,"Proctor Silex 10 Cup coffee makers make consistently fresh, flavorful coffee - whether you're brewing a few cups or serving a large group. Attractive, functional and easy to clean, Proctor Silex 10 Cup coffee makers help you serve great coffee and look great on your countertop. Innovative, stylish coffee makers from Proctor Silex come in a variety of styles. Proctor Silex 10 Cup coffee makers are a must-have for any kitchen or office.","what is the ""footprint"" size of this coffeemaker?",2,g
B006320TVE,Furinno&reg; 10068 Just Series No Tools Reversible Dual Finished End Table Flower Stand,"Furinno just series tables features the japanese living room style. This table can be used as coffee table, end table/night stand or even a tv stand. It is a very simple and basic design that fit into a modern stylish lifestyle. . Easy assembly, light weight, yet looks refreshing, is suitable for any room.",follow up question to the stacking one -- could you assemble two tables like the three tier and omit one shelf/top?,4,s
B003H9EWZ0,Toastation 2 Slice Toaster and Oven in Black,"Hamilton Beach Hamilton Beach 2-slice extra wide 1.5"" slot toaster with mini-oven . Unique bottom compartment bakes like an oven , perfect for flat foods, large enough to fit two large slices of pizza, two pop-tarts , or two 5"" single serve pizzas. Includes auto-shut off & chrome accents.",is this the newest model?,1,g
B001VH6UT6,Paderno World Cuisine 18.5 Inch Polished Carbon Steel Paella Pan,"This Paderno World Cuisine 18.5 inch polished carbon steel paella pan, with it's depth and flared sides makes it easy to cook paella, as the shape encourages the quick evaporation of liquid. The pan is constructed of black steel with dual handles.",how do i clean and season my new pan?,2,g
B002R6VWTS,Corelle Simple Lines White Stoneware 2 Piece Casserole Set,"Tasty casseroles can be made with tasteful style using these two Corelle casserole dishes. Made of sleek, white stoneware, the dishes have a minimalist, black line design on their exteriors, and have accompanying lids for heating and covering. Since one dish is large and the other small, they can even nest into each other for more efficient storage.Small dish -- 1.5 quart capacity  Large dish -- 2.5 quart capacity",what is the capacity of these?,2,g
B0012SD16E,"Factory Reconditioned KitchenAid RKFP710WH 7-Cup Food Processor, White","KitchenAid's 7cup Food Processor is a powerful and durable tool for creative cooking. This model features a 7-cup work bowl, Full-size feed tube and pusher, Powerful induction motor, Premium-quality stainless steel blades, and Easy-to-Clean design.",does it have any warranty?,1,g
B004PGM3A0,"Gracie China by Coastline Imports Vintage Blue Rose Porcelain 11-Piece Tea Set, Blue","Gracie China's Vintage Blue Rose Collection, by Coastline Imports, is lovely porcelain which can complement the kitchen, dining and living room. Vintage Blue Rose, 11-piece Tea Service, includes Teapot, Sugar, Creamer and Four 7-Ounce Cups and Saucers.",how many of the cups can you fill with tea in the teapot?,4,s
B0022TY080,New Fabric Sink Skirt - White,"This brand new FABRIC SINK SKIRT fits any standard size sink. It measures approximately 50"" x 34"". Easy installation, just peel off paper and stick to sink. It can be washed and will still stick after washing. Please follow washing directions. Also available in matching shower curtains and window curtains. Other colors available are black, light blue, rose, navy, white, yellow, bone, sage jade green, dark green and burgundy.",how come they don't show measurments of this item?,-5,g
B002KI0JV0,"Home Style 5531-19 Bedford Compact Office Cabinet, Black","This home styles bedford compact office cabinet is a logical addition to the home that needs an office work area but doesn't have the space. This cabinet has ample storage and a pull out file drawer, also has a retractable keyboard tray. It is made from hard wood solids and wood product with a multi-step black ebony finish including a clear coat finish helping to protect against wear and tear stemming from normal use. Measures 38-1/2-inch width by 23-3/4-inch depth by 32-inch height.",what are the dimensions of the opening for the computer tower?,3,s
B00004RFPL,Nordic Ware Danish Ebleskiver Pan,"Scandinavians love the spherical little pancakes known asebleskiver.Countless ""traditional"" recipes for them exist, but any old pancake recipe will do, including prepackaged pancake mix and concoctions beginning with cake mixes. Shape definesebleskiver,not ingredients, and only anebleskiverpan delivers. Safe on gas or electric stovetops, this one is made from heavy cast aluminum so it won't warp. And it's nonstick, to make flipping the pancakes easy and cleanup a snap. (For authenticity, turnebleskiverwith a knitting needle.) Its wood handle stays cool and adds a rustic touch. There's a notch on the handle's end for hanging on a hook or peg.--Fred Brack",is it oven ready?,2,g
B0017PP052,"Bissell Part#203-2587 - Inner and Outer Circular Filter Set Replacement for Bissell Upright 9/10/12, CleanView II Bagless, 3574/3576 Series, PowerForce Bagless and 6594/6579/6596 Series by EnviroCare Part#955",Bissell Replacement Inner and Outer Circular Filter Set with Odor Neutralizing Activated Charcoal,"the pic shows two set of filters, but how can i know which set is the one you are selling?",4,s
B008OBTWPQ,"Zojirushi SM-JB48PU Tuff Mug, 16-Ounce/0.48-Liter, Strawberry Pink",Zojirushi's 16-Ounce Tuff Mug is constructed out of durable stainless steel and has vacuum insulation that will keep your beverages hot or cold for hours. Each mug has a plastic cover around the mouth and an easy to clean non stick interior. The compact design of this mug takes minimal space while maximizing capacity.,"i got to travel on january 8th, will it be delivered before that?",1,g
B004078HT0,Maxam Padded Nylon Knife Display Roll Case,Features 2 straps for closure and handle. Holds 30 knives. Measures 33-1/2&quot; x 16-1/2&quot; open. Knives not included. BX.,how many knives does this hold,4,s
B002MYZFKC,Bionaire Ultrasonic Tower Humidifier BUL7933CT,"The Bionaire BUL7933 Ultrasonic Tower Humidifier has a space saving and attractive design. The advanced LCD display shows both settings and room humidity level. It has an integrated clock and night light. The ultra fine visible mist, rotating nozzle for directional mist and ultra quiet operation makes this a perfect humidifier for any room in your home.","how many speeds does this model have (low-med-high, or low-high)?",4,s
B0025U2I3U,Powell Color Story Black Butcher Block Kitchen Island,"A square kitchen island that is your kitchen storage and food preparation center essential for gourmet food preparation with butcher block top, 2 basket pull out drawers, slat easy access storage base shelf, 4 utensil hooks, and adjustable glides. Includes accessory kit containing spoon, spatula and tongs. Finished in Black. Some assembly required.","what kind of wood is the butcher block, someone wrote it is bamboo, is that correct?",4,s
B001QC257C,Star Patch Queen Patchwork Quilt,"100% prewashed cotton, Machine Washable.  Rustic plaids in a star and nine-patch motif lend simple country charm to Star Patch. Coordinates also available (sold individually).",is this a true patchwork or a print?,2,g
B004E2GSEW,"ADF Manhattan 74-Inch Coat Rack, Cherry",This coat rack is a must for organizing all of your clothes and hats. Sturdy wood and metal construction with heavy base. 74-inch height in Cherry finish.,what is the diameter of the base?,4,s
B0042J53O8,Outline Retractable Clothes Line FK480,"Retractable Clothes Line Outline - Retractable clothing line in polished chrome. Dimension: Length of line 2,5 m. Concealed fastening",how long is the line?,2,g
B002TG3TLK,Hawkins Contura 3 Liters Hard Anodized Pressure Cooker,"Hawkins Contura pressure cooker body is made of hard anodized and the lid is made of stainless steel, with the capacity of 3 liters or 3.3 quarts. Hawkins Contura pressure cooker's body and lid are hard-anodised to over 50 microns; this surface will not tarnish, pit, corrode, or scratch. Stay cool handles. For all cooktops: gas, electric, ceramic, halogen (but not induction).",is this good for both traditional gas stoves and electric tops?,2,g
B004G5Z1BI,"Imperial Silk Inside and Out Throw-Filling, Lavender","The imperial throw is inside and out silk filled, Filling :100-Percent Natural Mulberry Silk; Fabric:100-Percent Charmeuse silk. The throw is one size - 52-Inch by 72-Inch, (1.35-Pound Silk Filled). The imperial throw allowing for no cold or hot spot, and adjusting precisely to your body temperature. Don't miss to feel the esthetic charm.",size,1,g
B001U8864S,Winsome Wood Hailey 5-Tier Shelf Tower,From Winsome Wood's new Hailey line of modular entertainment and storage/display furniture this 5 tier wood shelf in Espresso finish is designed to stand alone or be paired with other pieces to create and entertainment set.,"i have two large pc towers i would want to set on this, will it work?",2,g
B0002HS5S0,Austin Air Healthmate Jr. Air Purifier - Sandstone,"A200A1 Color: Sandstone Features: -Baked-on powder coat.-99.97pct efficient at removing particles as small as 0.3 micron.-Centrifugal fan with 3-Speed control.-95pct efficient in removing particles 0.1 micron and smaller.-Additional Features: Motor mounted on shock absorbers CSA, UL and CE approved.-Fan Rating: 200 cfm (cubic feet per minute).-Motor Type: High efficiency shaded pole - rated for continuous use at high RPM & long life.-Air Intake: 360 intake system. Construction: -Material: All steel construction. Specifications: -Cleans up to 700 sq. ft. efficiently.-Power Rating: 1 amps, 120 volts.-Consumption: 80 watts at highest setting. Dimensions: -Overall Dimensions: 16.5''H x 11''W x 11''D.","does it clean air acroos multiple floors, and if so, how well?",4,s
B0049B2R5C,KidKraft Personalized Martial Arts Belt Holder with Black Zen - Christopher,"The Martial Arts Belt Holder by KidKraft is a one-of-kind way to store martial arts belts. This unique holder is perfect for any enthusiast, young or old.","i want to personalized it to say ""sophia"", i clicked on it on the 1st page, but on the order, there is no mention of the name ""sophia""",4,s
B00158U8DU,Nut Milk Bag- New &amp; Improved!,"High-quality nut milk and sprouting bags. Each bag is handmade and quality tested to ensure that you receive the finest product. Satisfaction guaranteed. These bags are ideal for any number of straining or sprouting uses. Fine mesh material minimizes sediment and allows for sprouting of even the smallest of seeds and grains, while bias cut, surge sewn construction ensures durability.",what is the size of the cloth holes in microns?,3,s
B001UTTZEW,"ClosetMaid 898000 9-Cube Stackable Laminate Organizer, Alder",9-Cube organizer. 36-Inch wide by 36-Inch wide by 12-Inch deep.,what is the overall width of the unit?,2,g
B0000DDVK5,"Ateco Plastic Coated Decorating Bag, 18-Inch","Ateco's 18-Inch Plastic Coated Decorating Bag is designed for both food service and home use. It's great for piping foods and won't slip in your hand. It's easy to clean and economically priced. Made of print cloth, lined with polyethylene. Features rustproof eyelets. Made in USA.",does the ateco large tips fit in this bag?,4,s
