ident,title,description,question,annotation_score,annotation_category
B004EVVKCS,Ceramic Marble Coated Cast Aluminium Non Stick Fry Pan 26cm(10 inches),"The best fry pan in the market ever. The marble coating is miraculous...cook, fry, grill, whatever, all without any oil at all and nothing will ever stick. Cleanup is unbelievable, dash of soap, water on a soft sponge and it's as good as new. Made of high quality cast aluminium, with 4 layers of marble coating both inside and outside, this pan is lightweight, about 2 pounds, but extremely durable, lasting as much as 10x longer that teflon coated pans.",does the handle get hot when you cook?,3,s
B003IPBYWC,Mikasa Harmony 65-Piece Flatware Set,"Harmony 65-Piece Flatware Set, service for 12. Crafted from 18/10 stainless steel and with an attention to detail, this set features simple banding at the neck that accentuates a timeless silhouette, with a squared tip and polished sheen, it's perfect for any casual of formal event. 65-piece set includes (12) each: dinner fork, salad fork, dinner knife, dinner spoon and teaspoon, plus (1) each: tablespoon, pierced tablespoon, cold meat fork, butter serving knife & sugar spoon. Dishwasher safe.","the description lists that steak knives are included, is this correct?",4,s
B00014WEHW,Oster Blender Sealing Ring,"Brought to you by the #1 Blender brand. Refresh and revive your Oster blender. Add years to the life of your Oster blender with new sealing rings.  Revitalize worn components now and keep your Oster blender functioning as flawlessly as the day you brought it home. Save money, get the replacement rings and get back to blending.",will this ring fit the oster model bccg08?,4,s
B003QX0U9E,Shoal Creek Computer Desk (Jamocha Wood) (30.276H x 47.165W x 19.449D),"The Shoal Creek Computer Desk is a simple, yet elegant workstation perfect for the traditional home office. Add this sturdily built office desk to your home office for great&nbsp;comfort and&nbsp;functionality. It features a flip down slide out tray for a keyboard or mouse with metal runners and safety stops, and a small drawer for office supplies. Flip-down molding reveals slide-out keyboard / mouse Keep items secure&nbsp;with the patented&nbsp;T-lock assembly system Soft nickel finish, bin style drawer pulls Additional items not included &nbsp; Assembly level/degree of difficulty: Easy. Made in America",dimensions,1,g
B000LY0YQ0,Miracle Blade III Perfection Series 11-Piece Cutlery Set,Over 12 million Miracle Blade knives have been sold since 1989. Now the best just got better. The new Miracle Blade III Perfection Series are the last knives you'll ever need. Every order comes with a lifetime warranty. Set includes a variety of knives for virtually every kitchen task.,do the scissors come apart for cleaning?,-5,s
B00683J8T2,"Pyrex Portable 4-Piece Set, includes 1-ea 3-qt Easy Grab Oblong, RedCover, Large Unipack, Black Carrier","On the go seems to apply to every facet of life these days, meals and cooking being no exception. Which is why PYREX PORTABLES products proudly offer a variety of stylish, secure options for transporting favorite dishes &#x2013; hot or cold &#x2013; to backyard barbeques, parties, picnics, tailgating parties or wherever ""on the go"" takes you.",is doesn't look like the lid fits the dish very well.......did you have any problems keeping the contents from spilling when traveling?,4,s
B0030EQTLC,Betty Crocker Nonstick Oven Liner.,"This nonstick oven liner is quick and easy to install, and makes clean-up simple. Burnt and stuck-on foods fall onto the liner and can be wiped clean, saving you time and energy.",how big is it?,1,g
B0002IBJG4,Norpro Stainless Steel Fish Poacher,Excellent for all of your poaching needs the long and narrow 18 inch body of the fish poacher provides for the whole fish fish steaks or fillets. A sturdy perforated pull out rack allows for even delicate fish. The poacher cooks gently so the fish becomes tender and flavorful. Stainless steel poacher set includes a removable poaching rack.,can i use it to steam the fish instead of poaching?,-5,s
B006WAGSI0,"Breville BHM500XL Handy Mix Digital Hand Mixer, Chrome","With so many recipes suggesting mixing times, we've added a timer to this hand mixer. It allows you to accurately track your mixing time for precise results. And with a strong 200W motor, 16 speeds plus turbo boost, beaters, whisk and dough hooks, it has the versatility to handle all your mixing tasks. Now that's handy.",can this mixer be used to mix hot choux pastry?,3,s
B0057FODUQ,Marvel Heroes Twin Sheets,"Make every dream an adventure with the Marvel Heroes! Your kids will be all smiles when they see their favorite Marvel Heroes on their bed: Spiderman, Iron man, Wolverine, Thor, and Captain America! 
They are all back in this new version of a classic bedding collection.
Comforter sold separately.",what is the thread count on this set of sheets?,2,g
B005H05STG,Cuisinart 6445-22 Contour Hard Anodized 5-Quart Dutch Oven with Cover,"Cuisinart Contour Hard Anodized Cookware is premium cookware that features the finest materials, constructed for unsurpassed durability and performance. The elegant styling and a robust silhouette make for a professional look. Maximize the volume and cook with added flair with this unique cookware.",does this dutch oven have a flat bottom that can be used on glass-top stove?,3,s
B007L3B814,Pelonis Digital Oscillating Stand Fan,"The Pelonis 16"" oscillating stand fan which produces high air output is perfect for any room. With the broad oscillation sweep this fan is sure to supply any room with the air flow you want from the 3 quiet speeds. The easy grip rotary control makes it easy to adjust to the desired speed. The perfect height for any room in which high air flow is needed. Highlights: Size : 16"" D x 59"" H Color : White & Silver 3 Speed settings 3 Wind mode settings 8 Oscillation setting LED controls Sleek contemporary look",where is it made,1,g
B005DSBOZ4,Andrea by Sadek Doll Tea Set -Pink Pinstripe,Pretty pin stripe and floral doll size tea set for little girls. The teapot and sugar bowl have flower topped lids.  Perfect for a dolly tea party!  Size:   4.00 x 6.50 x 8.00.,is this set miniature or regular size?,2,g
B000EWF5WM,Cajun Cookware Pans 11-mold Seasoned Cast Iron Muffin Pan - Gl10492es,"Cajun Cookware Pans 11-Mold Seasoned Cast Iron Muffin Pan - GL10492ES. GL10492ES. Bakeware. This Cajun Cookware 11-Mold Muffin Pan features cast iron shape molds that produce perfectly shaped muffins everytime. The Cajun Cookware muffin pan measures 11 inches long x 8 inches wide x 1. 25 inch tall. This Cajun Cookware muffin pan is pre-seasoned to perfection and ready for use. Cast iron cookware makes for superior heat retention, even heating of foods and provides nutritional iron intake. Heavy-Duty and durable, designed to last for years. Hand wash with stiff brush and hot water. GL10492ES",cajun cast iron cookware: where is cajun cast iron cookware manufactured,-5,g
B005NBOYUI,Simply Bamboo Extra Large Espresso Serving Tray,"Serve in style with this beautiful bamboo serving tray featuring a rich, chocolate colored finish. This extra large tray is great for serving beverages on top of your ottoman, breakfast in bed, or appetizers in the dining room. The ribbed base of the tray is an attractive accent that inhibits items from sliding around. Two oblong handles skillfully cut out of the tray's ends make it easy to pick up and carry. Made of strong, eco-friendly bamboo with a natural food safe finish.",anyone know where this tray was made?,4,s
B002X3FT8U,Coaster Set of 2 Dining Arm Chairs Mission Style Medium Brown Finish,"Mission style dining set made of solid hardwood in a medium brown finish. Buffet/Hutch features plenty of storage with drawers, cabinets, shelves and a wine rack.",what is the height from the floor to top of seat?,4,s
B000FLT7LM,"Swift Faringdon Collection Bakers Pride Non-Stick 12 Cup Mince Pie/Mini Muffin Pan Carbon Steel 29 cm x 22 cm x 2 cm, Cups 6 cm x 3.25 cm",17841517 Features: -Premium non stick coating for easy food release and clean up.-Ideal for preparing dishes such as mince pie.-Heavy duty steel prevents warping.-Even heat distribution.-Easy to clean.-Material: Steel. Dimensions: -External Dimensions: 2cm T x 29cm W x 22cm D.-Individual Cup Dimensions: 2cm T x 6cm W x 6cm D.,is it suitable for mince pies?,4,s
B001CTF1XE,2&quot; Aluminum 3 Piece Tobacco Spice Herb Revolver Bullet Grinder - Fun Novelty Mill Tool,"Check out this awesome grinder. Its great looks aren't the only thing that set this on apart from the crowd, this grinder features a top grinding compartment and a huge oversized pollen & storage compartment. Grind your herb effortlessly in seconds to the perfect texture, making tedious hand breaking a thing of the past. This herb grinder is shaped like the loaded chamber of a revolver and comes in two polished two tone finishes.
 Note: This item ships in assorted colors.",will they be well package?,4,s
B002SXYX1E,"Oriental Furniture Unique Interesting Unusual Accent Chest Best Price Value, 27-Inch Village Gathering 1/2 Round Asian Art Print Liquor Cabinet","Unique handcrafted wood end tables, nightstands, cabinets, decorative screens, tables, jewelry boxes, mirrors, picture frames and other d&#xE9;cor items, imported from fuzhou, mainland china, with subtle, beautiful fujian style folk art decorative motifs, all items ship in 48 hours from our massachusetts warehouse via fed ex ground, with expedited delivery available.","does someone need to be home at the time of delivery to sign, or will fedex drop off with no signature?",0,N/A
B000GWEYFO,Hamilton Beach 7-Quart Slow Cooker,"Proctor Silex Waffle Bakers are versatile and built to last, with a variety of different sizes and models to fit your family's needs. These fun and handy kitchen appliances are compact for easy storage, and the nonstick grilling surface offers quick and hassle-free cleanup",how long is the power cord?,2,g
B004BHNX48,100% Australian Wool Premium Extra Weight Cotton Jacquard Comforter Queen Size,"This Comforter is made in the U.S.A. with the finest Australian Wool, providing the ideal anatomical resting position for unsurpassed comfort and support. A good night's sleep isn't a luxury, it's a necessity. Adequate, restful sleep is essential to overa",who is the manufacturer on this comforter so i can find out what chemicals or flame retardants it has been treated with?,4,s
